('哪一颗牙最后一次长出来？', '答案: 假牙')
('一口井7米深，有只蜗牛从井底往上爬，白天爬3米，晚上往下坠2米。问蜗牛几天能从井里爬出来', '问：一口井7米深，有只蜗牛从井底往上爬，白天爬3米，晚上往下坠2米。问蜗牛几天能从井里爬出来?\u3000\u3000答：5天。')
('某人花19快钱买了个玩具，20快钱卖出去。他觉得不划算，又花21快钱买进，22快钱卖出去。请问它赚了多少钱', '问：某人花19快钱买了个玩具，20快钱卖出去。他觉得不划算，又花21快钱买进，22快钱卖出去。请问它赚了多少钱?\u3000\u3000答：2元。')
('100个包子，100个人吃，1个大人吃3个，3个小孩吃1个，多少个大人和多少小孩刚好能吃完', '问：100个包子，100个人吃，1个大人吃3个，3个小孩吃1个，多少个大人和多少小孩刚好能吃完?\u3000\u3000答：25个大人，75个小孩。')
('小王去网吧开会员卡，请问最后谁亏了', '问：小王去网吧开会员卡，开卡要20元，小王没找到零钱，就给了网管一张50的，网管找回30元给小王后，小王找到20元零的，给网管20元后，网管把先前的50元还给了他，请问谁亏了?\u3000\u3000答：网管')
('哥哥买了3袋米，弟弟买了2袋米，回家后他们把米放在1只大袋里，现在他们有几袋米', '问：哥哥买了3袋米，弟弟买了2袋米，回家后他们把米放在1只大袋里，现在他们有几袋米?\u3000\u3000答：1袋米。')
('什么地方的客户最容易关机', '问：什么地方的客户最容易关机?\u3000\u3000答：宁波(对不起，宁波的电话已关机)')
('什么书的毛病最多', '问：什么书的毛病最多?\u3000\u3000答：医书')
('什么样的轮子只转不走', '问：什么样的轮子只转不走?\u3000\u3000答：风车的轮子')
('为什么女人穿高跟鞋后，就代表她快结婚了', '问：为什么女人穿高跟鞋后，就代表她快结婚了?\u3000\u3000答：因为穿高跟鞋走得慢，很容易被男人追上')
('Kiss是动词,形容词还是名词', '问：&ldquo;Kiss&rdquo;是动词,形容词还是名词\u3000\u3000答：连词。')
('什么东西做的人知道，买的人知道，卖的人知道，用的人却不知道', '问：什么东西做的人知道，买的人知道，卖的人知道，用的人却不知道 ?\u3000\u3000答：棺材')
('电影院内禁止吸烟，而在剧情达到高潮时，却有一男子开始抽烟，整个银幕笼罩着烟雾。但是，却没有任何一位观众出来抗议，这是为什么', '问：电影院内禁止吸烟，而在剧情达到高潮时，却有一男子开始抽烟，整个银幕笼罩着烟雾。但是，却没有任何一位观众出来抗议，这是为什么?\u3000\u3000答：这是因为抽烟的男子，是电影中出现的人')
('哪一个月有28天', '问：哪一个月有28天?\u3000\u3000答：每一个月都有28天')
('什么越洗越脏', '问：什么越洗越脏?\u3000\u3000答：水')
('如何形容男生的那方面不行', '问：如何形容男生的那方面不行\u3000\u3000答：看看下面谁最狠?! 1. 用指甲刀就能帮你变性 2. 快收拾好你的细软，我要睡觉了 3. 初夜，很疼，像针扎的一样 4. 我怀孕了都还是处 5.  哦，我')
('什么掌不能拍', '问：什么掌不能拍?\u3000\u3000答：仙人掌')
('一只蜜蜂叮在挂历上(打一成语)', '问：一只蜜蜂叮在挂历上(打一成语)\u3000\u3000答：蜂和日历')
('一个不会轻功的人一只脚搭在鸡蛋上，鸡蛋不会破，这是为什么', '问：一个不会轻功的人一只脚搭在鸡蛋上，鸡蛋不会破，这是为什么?\u3000\u3000答：他的另一只脚在地上')
('星星有多重', '问：星星有多重?\u3000\u3000答：8克，因为星巴克。')
('什么人最喜欢别人让他滚', '问：什么人最喜欢别人让他滚?\u3000\u3000答：监狱里的人最喜欢别人让他滚。')
('7+3在什么情况下等于8', '问：7+3在什么情况下等于8?\u3000\u3000答：国庆遇到中秋的时候，7+3=8')
('一句话证明你是伪球迷', '问：一句话证明你是伪球迷\u3000\u3000答：明明是大半夜，球场居然有太阳，当我们观众是傻逼吗，分明就是提前录好的，到时间了就拿出来。')
('面膜最大的用处是什么', '问：面膜最大的用处是什么?\u3000\u3000答：能让女生半个小时不说话，还觉得时间过的很有意义!')
('特别想吃但是从没吃过的东西是什么', '问：特别想吃但是从没吃过的东西是什么?\u3000\u3000答：包装袋上的方便面')
('夏天怎样迅速全身增白', '问：夏天怎样迅速全身增白?\u3000\u3000答：到面粉厂上班。')
('东北的四大神兽是什么', '问：东北的四大神兽是什么?\u3000\u3000答：&ldquo;扯犊子&rdquo;、&ldquo;猫驴子&rdquo;、&ldquo;傻袍子&rdquo;、&ldquo;滚犊子&rdquo;')
('一条小船要渡37人，一次只能有7人，几次能渡完', '问：一条小船要渡37人，一次只能有7人，几次能渡完?\u3000\u3000答：六次，因为每次得回来一个划船的')
('ABABBBAAAAAABBAAAAA', '问：ABABBBAAAAAABBAAAAA?\u3000\u3000答：Long time no C')
('最细的针(打一成语)', '问：最细的针(打一成语)\u3000\u3000答：无孔不入')
('为什么狮子总是吃生肉呢', '问：为什么狮子总是吃生肉呢?\u3000\u3000答：因为它们不会烹饪。')
('为什么企鹅只有肚皮是白的', '问：为什么企鹅只有肚皮是白的?\u3000\u3000答：因为企鹅的手短，洗澡的时候只能够到肚皮')
('为什么各人都喜好坐在电视机前看电视', '问：为什么各人都喜好坐在电视机前看电视?\u3000\u3000答：由于站久了脚会酸。')
('人最怕屁股上有什么对象', '问：人最怕屁股上有什么对象?\u3000\u3000答：债。')
('小华进浴室沐浴时，要先脱衣服照旧裤子', '问：小华进浴室沐浴时，要先脱衣服照旧裤子?\u3000\u3000答：先关门较量好。')
('气候愈来愈冷，为什么小华不多加件衣服，反而要脱衣服', '问：气候愈来愈冷，为什么小华不多加件衣服，反而要脱衣服?\u3000\u3000答：由于他筹备要沐浴了。')
('对象掉了该怎么办', '问：对象掉了该怎么办?\u3000\u3000答：不要紧，尚有四张空缺麻将。')
('乌龟有没有牙齿', '问：乌龟有没有牙齿?\u3000\u3000答：你没张开嘴巴我怎么知道。')
('一块天然的黑色大理石，在一月一日扔入太平洋，会发生什么', '问：一块天然的黑色大理石，在一月一日扔入太平洋，会发生什么?\u3000\u3000答：大理石沉入太平洋。')
('黑手党为什么喜欢戴白手套', '问：黑手党为什么喜欢戴白手套?\u3000\u3000答：因为手太黑。')
('为什么蚕宝宝很有钱？', 'Q：为什么蚕宝宝很有钱？A：因为，蚕会结茧（节俭）。')
('一根火柴棒头烧起来了。去医院出来之后，猜猜变成什么了', 'Q：有一天，有一根火柴棒它头很痒，就去抓，头就烧起来了。然后被送去医院，从急诊室出来之后，猜猜变成什么了？A：棉花棒，因为头被包扎起来了。')
('有一棵三角形树被送到北极去种，请问长大后，那棵树叫什么', 'Q：非洲食人族的酋长吃什么？ \u3000\u3000A：人啊！\u3000\u3000Q：那有一天，酋长病了，医生告诉他要吃素，那他吃什么？\u3000\u3000A：吃植物人！')
('世界上什么鸡跑的快？什么鸡慢？', 'Q：世界上什么鸡跑的快？什么鸡慢？ \u3000\u3000A：肯德鸡块（快），妮可基特曼（慢）。')
('有一只狼来到北极，不小心掉到冰海中，捞起来时变成了什么？', 'Q：有一只狼来到了北极，不小心掉到冰海中，被捞起来时变成了什么？\u3000\u3000A：槟榔（狼）。')
('世界上最富有同情心的动漫人物是谁？', '世界上最富有同情心的动漫人物是谁？\u3000\u3000A：机器猫。\u3000\u3000Q：为什么？\u3000\u3000A：因为他总是向人伸出圆手！')
('为什么梨子是温度最高的水果？', '问：人死了为什么要闭眼睛?\u3000\u3000答：因为睁着眼睛会吓死人的!')
('小伟的书包里藏着一个鸭蛋，他为什么不肯拿出来交给妈妈做菜', '问：小伟的书包里藏着一个鸭蛋，他为什么不肯拿出来交给妈妈做菜?\u3000\u3000答：那是考卷上的&ldquo;大鸭蛋&rdquo;。')
('一只狗和一只青蛙比赛游泳平常都是青蛙游的快,为什么在一次比赛中狗赢了', '问：一只狗和一只青蛙比赛游泳平常都是青蛙游的快,为什么在一次比赛中狗赢了?\u3000\u3000答：因为当时的比赛规则只许使用狗刨,不许用蛙泳!')
('什么人从来不洗头发', '问：什么人从来不洗头发?\u3000\u3000答：和尚。')
('螳螂请蜈蚣和壁虎到家中做客，烧菜的时候发现酱油没了饿，蜈蚣自告奋勇出去买，却久久未会，究竟发生了什么事', '问：螳螂请蜈蚣和壁虎到家中做客，烧菜的时候发现酱油没了饿，蜈蚣自告奋勇出去买，却久久未会，究竟发生了什么事?\u3000\u3000答：打开门后，发现蜈蚣还坐在门口穿鞋。')
('你打死了一个动物，为什么流的是自己的血', '问：你打死了一个动物，为什么流的是自己的血?\u3000\u3000答：因为打死了一只正在吸自己血的蚊子。')
('为什么老师一看到小宝，就知道他爸爸是左撇子', '问：为什么老师一看到小宝，就知道他爸爸是左撇子?\u3000\u3000答：因为他的右脸上有五道痕。')
('是黑鸡厉害还是白鸡厉害', '问：是黑鸡厉害还是白鸡厉害?\u3000\u3000答：黑鸡，因为黑鸡会下白蛋，白鸡不会下黑蛋。')
('一个长方体盒子，有8个角，8条边，请问这个长方体盒子从中剪切开，还剩几 个角，几条边', '问：一个长方体盒子，有8个角，8条边，请问这个长方体盒子从中剪切开，还剩几 个角，几条边?\u3000\u3000答：还有8个角，8条边!')
('你爷爷的儿子的爸爸的妈妈的姑姑的小姨的叔叔的大伯跟你是什么关系', '问：你爷爷的儿子的爸爸的妈妈的姑姑的小姨的叔叔的大伯跟你是什么关系?\u3000\u3000答：亲戚!')
('一个老爷爷要过桥，前面是狼，后面是虎，老爷爷该怎么办', '问：一个老爷爷要过桥，前面是狼，后面是虎，老爷爷该怎么办?\u3000\u3000答：晕过去。')
('什么地方盛产安哥拉兔毛', '问：什么地方盛产安哥拉兔毛?\u3000\u3000答：安哥拉兔身上。')
('上课时，老师问同学：“没有人类及动物居住的地球是什么呢?”小名很 快便答对了。你知道他的答案是什么吗', '问：上课时，老师问同学：“没有人类及动物居住的地球是什么呢?”小名很 快便答对了。你知道他的答案是什么吗?\u3000\u3000答：地球仪。')
('小明从六楼向下跳，为什么还没有受伤', '问：小明从六楼向下跳，为什么还没有受伤?\u3000\u3000答：他转身向房间里跳的。')
('积木倒了要重搭，房子倒了要怎样', '问：积木倒了要重搭，房子倒了要怎样?\u3000\u3000答：要逃命。')
('小明放学回家对妈妈说：“家里有一个地方，我想坐就坐，而你却不能坐”你知道这是什么地方', '问：小明放学回家对妈妈说：“家里有一个地方，我想坐就坐，而你却不能坐”你知道这是什么地方?\u3000\u3000答：妈妈的膝盖上。')
('两个口是吕，三个口是品，那也四个口、五个口分别是什么字', '问：两个口是吕，三个口是品，那也四个口、五个口分别是什么字?\u3000\u3000答：田、吾。')
('能使竹篮提水不一场空的最好办法是什么', '问：能使竹篮提水不一场空的最好办法是什么?\u3000\u3000答：提冰唦。')
('什么狗身上湿淋淋的', '问：什么狗身上湿淋淋的?\u3000\u3000答：落水狗。')
('奶牛天天挤奶，它还有奶这是为什么', '问：奶牛天天挤奶，它还有奶这是为什么?\u3000\u3000答：喂草呗!')
('天最顶上是什么', '问：天最顶上是什么?\u3000\u3000答：是&ldquo;一&rdquo;。')
('有一只老鼠碰到一堆屎，从上面过去了却留下三只脚印', '有一只老鼠碰到一堆屎，从上面过去了却留下三只脚印问为什么？（注:不是三只脚）&mdash;&mdash; 答案: 用一只脚捏着鼻子呢')
('一个四脚朝天，一个四脚朝地，一个很痛苦，一个很高兴', '一个四脚朝天，一个四脚朝地，一个很痛苦，一个很高兴，这是在干什么？&mdash;&mdash; 答案: 猫捉老鼠')
('猪八戒是笨死的，那么他的儿子是怎么死的？', '猪八戒是笨死的，那么他的儿子是怎么死的？ &mdash;&mdash; 答案: 那当然也是笨死的')
('陆先生有两位朋友，都在税务局当税务官员', '陆先生有两位朋友，都在税务局当税务官员，其中一位是另一位的孩子的父亲。你说会有这种可能吗？ &mdash;&mdash; 答案: 两位税务官员是夫妇')
